Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_40K_to_60K,Income_Category_60K_to_80K,Income_Category_80K_to_120K,Income_Category_Above_120K,Income_Category_Less_than_40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Clusters,target
-0.1654055800960332,0.5033681273277852,0.3846208780498676,0.7639426087506561,-1.327136030161504,0.4924037661358222,0.4466219030536973,-0.47342221766272585,0.4889708176333667,2.6234944422891098,-0.9597065735928221,-0.973895181755695,3.834002603581665,-0.7758822346288721,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0
0.33357038345253087,2.0431986742084622,1.0107148200563958,1.4073061679039114,-1.327136030161504,-0.4116159836207899,-0.04136665206187948,-0.3666668215917064,-0.008485987883508435,3.563292844987829,-0.9164326068430317,-1.357340378311742,12.608572911589208,-0.616275654524625,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0
0.5830583652268129,0.5033681273277852,0.008964512845950725,0.12057904959740082,-1.327136030161504,-2.219655483134014,-0.5736977974168198,-1.4268583411935547,-0.445658333112182,8.367213806355556,-0.740981694034358,-1.9112056622260318,6.807863674940852,-0.9971549934097601,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
-0.7891255345317383,1.2732834007681237,-0.24147306395666054,-0.5227845095558545,1.6414782926434333,-1.315635733377402,-0.5852510777521379,1.6616857037576631,-0.7340996741261684,2.9428434140799373,-0.9517582939857177,-1.9112056622260318,6.807863674940852,1.7596859356636,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,0
-0.7891255345317383,0.5033681273277852,-1.8693173131736336,0.7639426087506561,-1.327136030161504,-2.219655483134014,-0.43087724622403095,-1.4268583411935547,-0.3028677684149454,6.455682103779034,-1.0562634517828304,-1.5703654875095456,7.5093252553320715,-0.9971549934097601,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
-0.29014957098317423,-0.26654714611255337,0.008964512845950725,-0.5227845095558545,-1.327136030161504,-0.4116159836207899,-0.5085593025738837,0.10330233582439073,-0.5177136642960726,2.8105416971951653,-0.9761918942594089,-1.7407855748677887,0.5619153513375884,0.1309733341452596,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
0.5830583652268129,1.2732834007681237,1.261152396859007,1.4073061679039114,-1.327136030161504,0.4924037661358222,2.848053744180521,1.3512361036890663,2.7263163529279724,5.543256470090958,-0.9049517585216588,-1.4425504219908634,0.04106962697524502,-0.7577451232533894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,0
-1.7870774616288665,-1.8063776929932305,-1.1180045827657998,-1.1661480687091097,-0.3375979225598582,-0.4116159836207899,2.250033947776201,0.28613629001498725,2.223909181146555,6.587983820663807,-0.8437205674743363,-1.2295253127930597,0.007466677016384131,-0.8230387242051269,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0
-1.1633575071931614,0.5033681273277852,0.008964512845950725,0.7639426087506561,-0.3375979225598582,-2.219655483134014,1.5096337251442469,1.6616857037576631,1.3603452883319886,11.83899334253869,-0.8990641439978777,-1.7407855748677887,1.9732392496097444,-0.5872562763238527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0
0.20882639256538985,-0.26654714611255337,0.008964512845950725,1.4073061679039114,0.6519401850417875,0.4924037661358222,0.3327395683198479,0.6309439485891996,0.27610506825805636,3.4857366661243434,-0.8722754979146742,-1.3999454001513025,0.7131286261524624,-0.47480618579586037,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0
-0.5396375527574563,2.0431986742084622,-0.6171294291605774,0.7639426087506561,0.6519401850417875,-0.4116159836207899,-0.20729376392530446,0.3732585097970836,-0.240713169760139,0.32418184539515515,-0.9429268722000462,-0.973895181755695,-0.13534586030877419,-0.2100043597138139,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
2.3294742376467874,-1.036462419552892,2.262902704069452,1.4073061679039114,-0.3375979225598582,0.4924037661358222,0.050949559379376196,0.520507331964007,0.004274956265088981,3.070583002796268,-0.9096618501406836,-1.655575531188667,2.7377063611738297,-0.3659835175429646,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0
1.206778319662518,-1.036462419552892,0.008964512845950725,-0.5227845095558545,3.620554507846725,-2.219655483134014,0.3431925362422785,-1.4268583411935547,0.4710394909418031,12.030602725613186,-0.8434261867481473,-2.039020727744714,10.659601813975277,-0.9971549934097601,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0
-1.4128454889674433,0.5033681273277852,-0.7423482175618831,0.7639426087506561,-1.327136030161504,0.4924037661358222,-0.009347560846855162,0.6174461398905648,-0.0647001470208643,1.8388083973173637,-0.9105449923192507,-1.357340378311742,5.409140882903268,-0.2898076497659374,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
1.331522310549659,-0.26654714611255337,1.5115899736616183,0.7639426087506561,-0.3375979225598582,-0.4116159836207899,-0.6817484763623658,-0.5924483489143222,-0.6284918604826036,1.9619858578652538,-0.8343003842362867,-1.5277604656699848,-0.4251713037039494,0.014895821342170847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,0
-0.29014957098317423,1.2732834007681237,0.13418330124725636,0.7639426087506561,-1.327136030161504,-0.4116159836207899,-0.48391230452520523,-0.23414288164147534,-0.46281960282926127,4.320606120948934,-0.8996529054502559,-1.6129705093491065,4.149030259445985,-0.162847870137559,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
0.20882639256538985,1.2732834007681237,0.008964512845950725,1.4073061679039114,-0.3375979225598582,0.4924037661358222,2.391534124073525,1.4714893084587204,2.25911178569441,4.325168249117374,-0.8045679308911927,-1.6129705093491065,0.9105459571607701,-0.714216055952231,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0
